id;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;quality
13da73e9-9563-4cb6-91d0-bf14c1d77cd6;2.0;0.086;21.0;73.0;0.997;3.36;0.57;5
2686f637-8b83-4bd5-b0a8-bba055fdd4a1;1.8;0.401;16.0;51.0;0.9969;3.16;1.14;5
93069757-6660-4318-965d-f82ee47dd1b8;1.8;0.069;18.0;61.0;0.9959;3.44;0.78;6
af9f68aa-099f-4324-9d0d-a68f33c961f0;2.2;0.076;19.0;40.0;0.9961;3.41;0.59;5
464428e8-f344-45fe-8c74-c57b4fafdb99;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;6
293fad7f-85d2-42cb-8680-08633b58849e;1.9;0.062;9.0;31.0;0.9966;3.39;0.64;5
1bdee4f3-70fc-4214-a1ab-2f587ea49e01;2.1;0.107;34.0;125.0;0.9978;3.14;1.22;5
01da399f-bb79-4491-808f-eca82c0b8f15;1.8;0.076;8.0;24.0;0.9978;3.48;0.53;5
5883cc11-b98d-42e8-877b-d47ec76fd83e;1.9;0.079;42.0;140.0;0.9964;3.23;0.54;5
6d7c02a4-896e-4863-b701-dd31e3b308ca;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;6
54ab2525-fdfc-48dc-895c-0cc3c42e8994;2.0;0.11;19.0;133.0;0.9972;2.93;1.98;5
c7abbee6-cbd6-4735-b00b-70842bcbcf0e;1.9;0.062;9.0;31.0;0.9966;3.39;0.64;5
c4c09cbe-c569-49e7-a164-0b6dd69929bb;1.4;0.045;41.0;85.0;0.9938;3.75;0.48;4
c47d41f6-32a1-40fb-a9e8-4e27a5f50ab6;2.3;0.058;17.0;106.0;0.9932;3.85;0.6;6
18d22222-0bc8-4bbe-bb31-9f62eeb230b1;3.0;0.102;8.0;23.0;0.9965;3.45;0.56;5
2a65876a-eebb-4063-a888-581a4cf170c3;2.0;0.07;3.0;22.0;0.9963;3.25;0.63;5
f25e5ee0-cf51-4cea-851a-77a011d6c8fe;2.5;0.079;5.0;10.0;0.9967;3.39;0.56;5
6d83fe75-2e0c-449d-8844-b0f8e03ae62d;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;6
577ce01d-8dee-4680-a30c-6fc2091296ef;2.1;0.084;11.0;50.0;0.9972;3.4;0.61;6
23836b79-bbf7-4871-90da-eac4b879b6d5;1.9;0.075;8.0;22.0;0.9959;3.31;0.56;6
ec029b6b-75eb-482e-83ab-10f579570a61;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;6
899f2f32-e322-4359-9992-97bf331c8d05;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;5
e904b6f0-68f5-475b-ad91-da61709a56b2;2.2;0.07;5.0;36.0;0.996;3.33;0.48;5
66276d5b-dbc4-4382-a79d-44bbe3b9bbef;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;5
51334851-e9e3-40e5-90d9-10894c622556;1.7;0.467;18.0;69.0;0.9973;3.08;1.31;5
64b03840-6c22-48e8-a5c3-f860af304cc2;1.7;0.088;15.0;64.0;0.9969;3.46;0.79;5
47cd240e-71df-4938-adea-f6f23ffddd5a;2.5;0.091;18.0;80.0;0.9976;3.37;0.8;6
e79b61ab-1c11-40b7-b35c-f55af08d1e93;2.0;0.122;37.0;153.0;0.9969;3.21;0.69;5
97a38925-0670-41a4-adbb-4a6247e25b15;1.8;0.104;12.0;47.0;0.9964;3.19;0.93;5
db7e3f53-4b3b-479c-bcc3-0121bf588d1c;2.2;0.084;11.0;108.0;0.9964;3.15;0.66;5
3b9327f2-4cf1-4ecf-8673-db5d2dacf788;2.2;0.085;14.0;111.0;0.9964;3.15;0.66;5
13300e7d-6008-41cf-9c69-a7e45729581e;2.3;0.08;22.0;46.0;0.9988;3.32;0.67;6
18f19211-f6d3-4274-a64e-fa5dd18cb0b7;1.8;0.104;12.0;47.0;0.9964;3.19;0.93;5
c1530e13-c2e0-4dad-a5df-f79cd18eed5c;2.2;0.09;13.0;62.0;0.9966;3.07;0.63;6
820b87d3-7ca6-4e1e-b6b0-20cfaaaf60d4;1.9;0.077;11.0;40.0;0.9978;3.39;0.61;6
16d554e7-2ff8-4f68-af5d-e778d77c795a;2.0;0.082;7.0;28.0;0.997;3.37;0.5;6
db3c787f-2001-492c-8f37-eb289c7e4fef;2.2;0.119;14.0;56.0;0.9962;3.21;0.6;6
74295337-7bd2-45c0-ba9a-a7d1b56be55c;1.8;0.097;22.0;89.0;0.9959;3.34;0.54;6
f93d158a-28fb-4e45-ad04-fdbc795aabab;1.7;0.178;10.0;89.0;0.9962;3.3;0.57;5
128e407d-c188-4f95-ac2b-5fb30c451c9a;2.2;0.119;14.0;56.0;0.9962;3.21;0.6;6
edffec2c-3975-4785-81f4-431a84c459cf;2.5;0.075;3.0;13.0;0.998;3.49;0.52;5
40d5a69d-a8b1-4057-8d64-6598fafd8864;2.6;0.08;11.0;34.0;0.9976;3.44;0.53;5
c704e62c-26d5-4005-881f-dd99bd47c7d4;1.6;0.082;21.0;102.0;0.996;3.39;0.48;5
3c1e689e-367c-49a6-86fa-a30531493476;1.9;0.146;27.0;90.0;0.9984;3.16;0.7;5
8ad167af-a565-444e-8868-b5ac561e13c1;1.7;0.081;3.0;12.0;0.9964;3.53;0.49;5
188adb56-3972-496e-9453-915886519789;1.8;0.082;3.0;12.0;0.9964;3.54;0.48;5
75f1fafc-451f-483d-a3a5-05a1dc30419d;1.8;0.065;3.0;16.0;0.9962;3.42;0.92;7
3ebf42db-7fb0-4c3d-b216-2f85db58c5c3;1.8;0.072;6.0;19.0;0.9955;3.42;0.57;5
4269df28-0bc1-438c-bcb0-259f2110a401;2.0;0.118;30.0;134.0;0.9968;3.24;0.66;5
ed0a1264-4bc3-4079-bbce-6cbb46c924b6;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;5
997ea571-ecc4-4cdb-8f0f-52a46c27d769;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;5
7b27cc8e-7c09-4908-a9b0-b22e7e428228;1.5;0.06;17.0;26.0;0.9952;3.4;0.58;6
f35db1fa-fd39-4907-8ed1-dd3d427a0cf2;2.2;0.084;13.0;29.0;0.9959;3.22;0.55;6
80c8b4ea-8152-4b1a-b902-c5afcc1fd2b0;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;5
f39ab80a-0d13-43f0-bcf8-abccc599d768;1.8;0.089;10.0;52.0;0.9968;3.23;0.77;5
181902dd-0c3c-467a-8685-bab77f4abf12;2.0;0.081;13.0;45.0;0.9972;3.48;0.64;5
3f1e61da-6f7f-47cf-9571-1b1702a0ef45;2.1;0.081;15.0;105.0;0.9962;3.33;0.54;5
abd31636-fa6f-4f94-8cbd-b111d8c765dd;2.0;0.081;17.0;108.0;0.9962;3.32;0.54;5
c3b2d62c-607a-411e-893d-544dfe99d5d4;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;5
f32a10d5-4b37-47c3-91d2-366135abbe8d;1.8;0.089;10.0;52.0;0.9968;3.23;0.77;5
c843e0fe-f955-4a44-a152-68fd8f6f11f8;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;6
418a2b15-83b8-4664-a96e-b634a0b961a6;1.7;0.066;3.0;20.0;0.9954;3.34;0.58;5
4f57c12d-1573-41f3-ade3-335bedb7c4fc;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;6
59f87919-878f-4028-a744-5a604a08f1d9;1.8;0.117;32.0;141.0;0.9968;3.17;0.62;5
2cdae41b-50b7-4f2c-bfc2-8c2fd1cb39c5;1.8;0.087;21.0;94.0;0.9944;3.54;0.52;5
26f39d4f-bca5-4365-a76f-cf69ca3917d8;1.6;0.236;10.0;88.0;0.9968;3.11;0.8;5
527a7f84-cc98-48a4-afd1-392a12752628;2.3;0.074;12.0;30.0;0.9959;3.42;0.58;6
645e7025-1ada-4b62-abc3-909818d8504b;2.8;0.089;11.0;43.0;0.9975;3.53;0.61;6
97d85000-fa99-4acb-8743-d31cf24e994e;2.1;0.077;5.0;11.0;0.9958;3.33;0.53;6
9c0cdbe3-414f-41b5-86ae-530b3943f2bf;3.4;0.61;32.0;69.0;0.9996;2.74;2.0;4
33d11358-42c9-40cc-8f2d-71df3411eda2;1.8;0.095;25.0;99.0;0.995;3.35;0.54;5
e7043104-92bb-4915-b099-140a9da5aac6;1.8;0.095;25.0;99.0;0.995;3.35;0.54;5
7f343ce8-938d-40c7-b924-a73d622482da;5.5;0.07;29.0;129.0;0.9973;3.42;0.72;5
d4b8b0c2-e9e7-4361-a52e-9b785643991e;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;5
cfabef99-de8e-4e67-87ad-58f5cfa04da3;5.5;0.07;29.0;129.0;0.9973;3.42;0.72;5
11cfa72f-f038-4b2e-9d13-437cae823de6;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;5
9f4c54a2-bf9a-477f-a1dc-a7c46f2e7631;2.2;0.073;12.0;22.0;0.9969;3.48;0.5;5
3b4d7a95-ca0e-4408-b9a9-ebb70ad9dd3a;1.9;0.079;18.0;86.0;0.9968;3.59;0.57;6
64ee3983-be95-4b8e-bfd9-8670201db5ad;2.0;0.09;7.0;20.0;0.9959;3.2;0.56;5
71b75f66-0710-4bbb-b4dc-0602cf5309e7;1.3;0.072;9.0;20.0;0.9965;3.17;1.08;4
25ab4482-7602-475f-9c07-a81b616f3ab3;1.7;0.076;17.0;31.0;0.9964;3.33;0.56;6
736e8b82-053d-4b4f-b7ed-d52d2fc6dc3b;7.3;0.07;36.0;121.0;0.9982;3.37;0.49;5
9180c64e-2019-44e1-a8a8-303d28e81f4f;7.2;0.07;35.0;121.0;0.9981;3.37;0.49;5
1169adfe-34dd-4e56-83ae-2d45d98b1a20;1.7;0.1;14.0;96.0;0.9961;3.19;0.62;5
1f24b57f-e426-44b8-9030-ec4f6c7e2418;2.1;0.085;18.0;101.0;0.9956;3.34;0.52;5
7cbde912-a85a-4cb8-9a8d-ccb8a96e9b99;1.6;0.072;17.0;42.0;0.9956;3.37;0.48;4
10805844-0d4f-454e-8dee-57cc64f84912;2.1;0.089;11.0;44.0;0.9953;3.47;0.55;6
526cced0-68ef-4af0-a12f-69dade5f304c;1.8;0.36;15.0;63.0;0.9964;3.0;1.59;5
93ceb088-8da5-40ff-8ec8-ea173ddd7950;1.8;0.058;4.0;8.0;0.9972;3.36;0.33;4
ac51bc51-7c7b-44cf-aae4-d2941b9a76b7;2.0;0.073;6.0;18.0;0.9972;3.29;0.61;6
2d083edd-f8e0-41a5-9a1d-9ba3834d64e8;2.0;0.073;6.0;18.0;0.9972;3.29;0.61;6
f7edc2e7-aee4-4ffb-b5fd-b2dd8d812578;1.9;0.068;24.0;42.0;0.9961;3.42;0.57;6
a6dd0a68-a8b9-41eb-bddf-f001b87a14d7;2.0;0.08;7.0;35.0;0.9961;3.33;0.47;5
ddde983a-83dc-49a1-8986-7bc11c3703ec;1.5;0.085;19.0;49.0;0.9958;3.35;0.78;5
0c46744b-4784-465d-9cf2-7bdbf7b8cefb;2.0;0.08;7.0;35.0;0.9961;3.33;0.47;5
d4cbf685-f68e-41a0-9a03-eaefe5998b7d;2.3;0.087;8.0;38.0;0.9972;3.58;0.61;6
f5c5cbd7-f119-496c-864c-2c6f5dfe25f4;2.5;0.068;7.0;20.0;0.9969;3.48;0.56;5
4b88c107-9ecb-4423-a2dd-8b0cccc8d230;2.4;0.067;10.0;42.0;0.9969;3.19;0.59;5
afb85d58-af29-4638-b09b-7abfb3ef606a;2.4;0.067;10.0;42.0;0.9969;3.19;0.59;5
7a39e1e1-e26a-4bb8-9cfb-e1bb7fc1a2cc;2.0;0.27;23.0;110.0;0.9972;3.12;1.02;5
398a8d35-2655-4c80-8605-c927caebf73e;2.5;0.076;16.0;42.0;0.9972;3.44;0.52;5
ae357566-c799-4921-a4aa-4346134cb4f9;1.8;0.077;11.0;65.0;0.9971;3.54;0.58;5
55e07129-3e91-4449-b86f-85e523bdb332;1.9;0.079;8.0;62.0;0.997;3.52;0.58;6
21b7b323-d2c8-41cd-87ae-c2757bd8b147;2.0;0.111;26.0;85.0;0.9971;3.26;0.53;5
cd6b45da-e2aa-429d-a48f-ce8bbc848bdf;2.0;0.082;14.0;67.0;0.9972;3.34;0.55;5
f41a8469-a6e5-4817-8de1-c05ee5589436;2.6;0.084;9.0;26.0;0.9976;3.39;0.49;5
fcdd04e4-ca5e-4f6e-a833-033fd880c746;2.0;0.084;15.0;143.0;0.9968;3.2;0.55;5
f2434414-a36e-4e69-9550-12ae1504b011;1.9;0.082;17.0;144.0;0.9968;3.2;0.55;5
5eab2041-a64a-4a04-829c-7427d0941876;2.9;0.077;21.0;127.0;0.9976;3.23;0.62;5
45cf37d5-8d37-42e4-adcd-d787b14750f0;1.9;0.074;21.0;49.0;0.9974;3.57;0.62;6
cdf5f37f-847a-4e98-8066-937cb37c74bb;3.8;0.099;16.0;126.0;0.9969;3.28;0.61;5
e4655239-6110-4917-9ca2-0cb30fd6c617;2.2;0.071;7.0;28.0;0.9964;3.28;0.55;5
48aac7db-1fe2-4199-a543-8f50477d36bd;2.2;0.071;7.0;28.0;0.9964;3.28;0.55;5
0dd96b42-4227-4aba-88a8-798ef50f8485;2.0;0.074;24.0;120.0;0.9968;3.25;0.54;5
cd43e3cd-6e31-4d03-b5d8-2dfb72c14cc9;2.4;0.074;15.0;55.0;0.9968;3.46;0.59;5
a53605cd-80a7-453d-9201-cb64d20ec3c0;2.0;0.067;12.0;27.0;0.9981;3.11;0.97;6
ff86bc09-234d-4f46-84d9-23d384e39d86;1.2;0.046;13.0;93.0;0.9924;3.57;0.85;7
bdc01c09-3930-4891-a85e-a9fc771d8921;2.1;0.061;12.0;31.0;0.9948;3.51;0.43;4
5278f717-bc2e-45d3-96f6-464f28c72bc1;1.4;0.056;9.0;24.0;0.99695;3.22;0.82;7
8b70c709-099b-418f-a1a2-c74a7ec240cb;2.1;0.097;39.0;145.0;0.9975;3.04;1.03;5
a35459cb-7d50-42db-a447-ef1d552932df;1.5;0.075;16.0;49.0;0.99545;3.36;0.79;5
dcd002b9-0424-4eb3-a7a8-14044a70dbfa;1.6;0.088;16.0;39.0;0.9961;3.34;0.55;5
9931f453-2cd0-4305-a0f2-a03012d26f5c;1.6;0.089;14.0;37.0;0.99615;3.34;0.56;6
b010a054-beac-439d-883f-c5d2ffbfa44c;2.6;0.095;9.0;28.0;0.9994;3.2;0.77;7
bc678c58-f97c-40a2-9c8e-f87db5c2e5f4;2.6;0.095;9.0;28.0;0.9994;3.2;0.77;7
11c03e56-3018-49b0-8659-17c04140290f;1.8;0.069;26.0;120.0;0.99625;3.29;0.53;5
e35db0b8-a8a5-4fc6-818b-cc96c65342ab;2.7;0.1;18.0;95.0;0.9966;3.22;0.67;5
aa2e6c68-0c78-4629-ac23-4298d69f7c14;2.1;0.054;7.0;19.0;0.998;3.31;0.88;7
9f2887d4-886d-43f0-afe8-22fa804b90ed;2.0;0.039;5.0;19.0;0.99585;3.3;0.86;6
10944266-460e-4078-a90f-ae776cedfcc5;2.8;0.083;10.0;62.0;0.99685;3.35;0.56;6
5b6ae191-2f4c-4596-a727-848126b75b3d;2.1;0.059;5.0;15.0;0.998;3.21;0.67;6
306b9a46-1f46-4eeb-b173-dd8cf1c92cf5;2.2;0.06;28.0;65.0;0.9959;3.3;0.43;5
9214feb7-13e5-49d3-b324-437f0400e033;2.4;0.092;10.0;41.0;0.9974;3.24;0.71;6
d422bccb-10c1-43e5-801d-414a20bc6859;5.6;0.06;26.0;121.0;0.9974;3.34;0.76;5
ae33945d-e316-4854-bd8f-e2f754d67d5f;2.0;0.101;13.0;49.0;0.9962;3.14;0.57;5
6de6dbbd-c7e8-4633-88e1-7b5ec467c285;2.2;0.072;11.0;41.0;0.9967;3.36;0.55;5
76a9ac11-f5ff-4640-a036-255153b57cd5;1.9;0.076;10.0;44.0;0.9957;3.39;0.54;5
94087615-5f13-4d6c-9af2-ed9b8e88f71d;2.4;0.08;24.0;144.0;0.99655;3.3;0.6;5
9d49b603-72ac-4b0e-80b7-5e23f5660084;2.0;0.082;24.0;58.0;0.9964;3.34;0.59;6
11b1bd59-4576-4752-90ba-bfb9fe48f1b2;2.0;0.101;16.0;72.0;0.9957;3.15;0.57;5
8458e2ee-1e50-41ff-8bdc-5fc117dbc4a4;1.5;0.057;5.0;10.0;0.99525;3.42;0.6;5
c3c491ac-d37b-42ff-bc10-8e45cd747701;2.0;0.083;8.0;28.0;0.99815;3.28;0.6;6
34181125-3536-4ca8-9375-7bc1bd1cfe57;2.0;0.089;15.0;55.0;0.99745;3.31;0.57;4
1dfd4977-81b7-43a7-a14a-e56f199bafaf;2.6;0.073;29.0;63.0;0.99615;3.37;0.58;6
d1f00cb9-ebcc-4dea-97b9-363a1a774d39;2.0;0.337;27.0;81.0;0.9964;3.04;1.61;6
defa6c3d-8b9f-400c-bccd-48945239c24f;2.6;0.089;9.0;23.0;0.9984;3.39;0.63;5
11c8727f-1794-4cca-b82a-3a452ed8fbd8;2.6;0.073;29.0;63.0;0.99615;3.37;0.58;6
3545df58-d4e3-4c3c-b69b-487b5c04da3c;2.6;0.081;10.0;37.0;0.99685;3.46;0.5;5
6798a20e-ec72-4836-ae5f-abfa6170eab3;1.6;0.054;19.0;106.0;0.9927;3.54;0.62;7
b1fff117-7bee-4698-834b-7e57c2d82f13;1.8;0.078;12.0;49.0;0.99625;3.37;0.52;6
386adbff-0c69-4887-8c5a-83921ac1478c;2.8;0.09;18.0;58.0;0.998;3.34;0.7;6
66048c7e-8740-4d48-b0d6-2cb674b7cea3;2.6;0.081;10.0;37.0;0.99685;3.46;0.5;5
41287e9e-9e7c-4464-ae31-ae0b642c72b2;2.3;0.065;7.0;37.0;0.99685;3.32;0.55;6
b4f4a1f6-7023-4203-9fe2-54bfdbb361f2;1.9;0.097;14.0;38.0;0.99675;3.37;0.58;6
acf45501-3cd5-4481-9a5d-accb28e7b45d;1.9;0.097;14.0;38.0;0.99675;3.37;0.58;6
e80cd7d2-1a9c-400d-a357-05ca0c321350;1.9;0.097;15.0;39.0;0.99675;3.37;0.58;6
